x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
-0.065948546,-0.10764839,0.01976844,-0.20836455,-0.018424407,-0.01347205,-0.08519825,0.039849713,-0.5899936,0.39052805,0.23656425,-0.023120537,0.18330017,0.10282104,-0.2322863,0.19312957,-0.028167881,-0.28697723,0.19866443,-0.11441228,-0.2222595,0.1617238,-0.22334701,0.07450232,-0.061049104,-0.0448668,-0.15027347,0.060293496,-0.24243139,-0.05629614,0.024464592,-0.035608277,0.10768676,0.23983845,0.07505761,-0.1319817,-0.20659849,0.2099249,-0.06644407,-0.3396125,0.16710213,-0.2536943,-0.07940589,0.017844543,-0.11681844,0.22145924,0.048567355,0.013609968,-0.1763263,-0.19623415,0.09508932,-0.057534188,-0.10765619,0.018012248,0.1961558,-0.05762835,0.1905142,0.14057088,0.1453093,0.13032393,-0.16303417,-0.20952882,-0.046919852,-0.025272101,0.5888064,-0.35329032,0.059753366,0.24710311,0.0054790676,0.15224168,-0.1494633,0.12118475,0.081631616,0.14875586,-0.35958976,0.023377955,-0.008249581,-0.5102261,-0.15464745,-0.11716341,0.09316027,0.13027248,-0.23370618,-0.08180678,-0.124062195,0.02259028,-0.37356836,-0.11829743,-0.018792316,-0.07472838,0.5088193,-0.04299853,-0.33820176,-0.08587858,0.17007527,0.615308,0.106398806,0.07907061,-0.085829705,-0.07268244,-0.14208147,0.11862447,-0.10740745,-0.11814618,0.079417646,-0.15032946,0.03845579,0.12190998,0.12141464,-0.037818633,-0.22427198,-0.053320035,-0.10144367,-0.1444382,-0.109205335,0.083525,-0.13450786,-0.21645088,-0.08794841,0.22777565,-0.06431426,-0.26446453,0.36913413,-0.15166427,-0.33817935,-0.12611997,-0.028953955,0.098172404
-0.38284183,0.74874055,0.110030055,0.025258973,0.28359678,-0.22138333,0.18479742,-0.016779494,-0.6042484,-0.09790897,0.21219063,0.05799398,-0.3583329,-0.2596053,-0.05170095,-0.09076473,-0.0072461665,0.42058587,0.12744176,-0.41375798,0.15633988,-0.08085027,0.20090981,-0.038869694,0.035124972,0.2183207,0.06648342,-0.2036128,-0.067563236,0.14774261,0.18405634,0.26518774,-0.0053409934,0.77492565,0.06025754,0.1376969,-0.30973276,-0.10163638,-0.06580365,0.32624885,0.29796493,0.073199056,-0.0766384,0.17734726,0.104380876,0.06420252,-0.58163476,0.10117254,0.00027738512,0.21277681,0.07928875,-0.09281057,0.19124803,-0.15318678,0.29322487,0.11084565,-0.081676595,-0.42344883,-0.19383419,0.29009634,-0.026832193,0.21398437,0.25338292,0.25020128,-0.026401386,0.17419225,-0.0070058703,-0.12726659,0.25504676,0.179596,0.041728113,0.10785414,-0.13660032,0.26253754,-0.06396215,0.04609035,0.00774811,-0.8757845,0.117488295,0.09171696,-0.103503406,0.8466058,0.20526521,-0.14326291,0.056754246,0.110253096,0.12835366,-0.06364532,-0.060855992,0.07894521,0.17712618,-0.275504,-0.64007413,0.35376376,0.13932234,0.7985171,0.13462824,0.14059745,-0.8894548,-0.13150737,-0.024042487,-0.12376727,-0.08444525,0.18676123,0.36882406,0.0404636,-0.06452407,-0.19251417,-0.276466,0.119321406,0.3026889,-0.40369475,0.3928157,-0.1396701,-0.16356385,-0.27397418,0.08921989,0.27729666,0.19604483,0.3708307,-0.44042432,-0.077280745,0.013374448,0.16966832,0.3840986,-0.023107857,-1.2463853,-0.23274046
0.3879944,0.26139545,-0.3037252,-0.1505597,0.008177578,-0.1656054,0.2456068,0.00081317127,-1.0985007,0.12189677,0.103318095,0.28832603,-0.034409553,0.1888677,-0.11007507,0.0037512481,-0.17136195,0.39224595,-0.059186697,-0.1505825,-0.1060231,-0.35423303,0.024449743,0.26374412,-0.35353625,-0.16461988,-0.08987719,-0.16858172,0.2179134,-0.13409099,-0.076195106,-0.3266788,-0.108462155,-0.18703485,0.028068542,-0.31524244,-1.0113122,-0.43431598,-0.055197835,-0.07883647,-0.17379385,0.11532004,-0.108095154,-0.2060449,-0.19125898,0.12429048,0.4583279,0.121984124,0.16999915,-0.22517765,0.13685605,0.09666374,0.12544113,0.1592592,-0.16401643,0.22553632,-0.123646945,0.0006983876,-0.27908084,-0.1518203,0.18421839,-0.21777341,-0.43766564,-0.08710843,1.1842101,0.17753696,-0.15320244,-0.08866308,0.08995092,-0.034246862,-0.15515101,0.3175001,-0.09588796,0.12846357,-0.10083912,0.55454373,-0.4535215,-1.5801766,0.193091,0.16625047,-0.2974736,0.87799525,0.08529769,-0.060024545,-0.014269888,-0.059444383,-0.03363353,0.06902446,0.14265823,-0.1142344,1.6417708,-0.0067878366,-0.8027847,0.3119976,0.032418728,2.3323226,-0.084723026,0.0042238533,0.80219924,0.0557577,0.43974435,-0.1621269,0.23772416,-0.003920436,0.55319285,-0.27893096,0.4669909,0.0714708,-0.057189375,0.3379867,0.12139869,0.2441919,0.3795585,0.1850962,-0.17305934,-0.016033143,-0.081691414,-0.028279938,0.38886142,-0.040188894,-0.11082691,-0.073182546,-0.07685226,0.3124279,-0.08551121,-0.24186826,-0.12764356,0.2500013
0.09947772,0.04869069,-0.092296064,0.001845926,-0.108218715,0.09232186,0.21943429,-0.36181468,-0.46563438,-0.10230887,0.2873636,0.18990102,-0.1210104,0.12259508,0.18348157,-0.032185085,0.20753652,-0.1470195,-0.011545718,0.067958504,0.19551241,-0.18894124,0.15600769,0.21331124,-0.1601958,0.4026361,0.0077191293,0.011298835,0.21550511,0.025270551,0.026080921,-0.34701216,-0.22554862,0.12400088,-0.07862234,-0.2258946,-0.45813143,-0.14301291,-0.16413805,0.32383612,-0.2584089,0.002649963,-0.2770148,0.042916756,-0.19931515,0.08705504,0.35459927,0.08470052,0.25701562,0.10620779,-0.16434768,-0.015720934,-0.1717352,0.014105536,-0.26788035,0.0416182,0.115721,0.34826693,0.19301087,-0.008261189,-0.14425467,0.1193922,-0.019541066,-0.20170732,0.10375102,0.26332188,-0.05592791,-0.3103875,-0.008933663,-0.19278777,-0.018561617,0.07428937,-0.1492734,0.22455016,0.49929684,-0.49107683,0.13600945,-1.3341181,0.74992085,-0.21096586,-0.031619072,1.2318339,-0.070594,0.18289849,0.23906702,-0.12734774,0.2557873,0.019190878,-0.09591097,0.07826564,0.7342435,-0.037489355,-0.89189696,0.041771416,-0.08158952,1.4387463,-0.015067041,0.21509875,-0.2022331,0.0532659,0.24822128,-0.38134882,0.31830966,-0.23660415,0.15980995,-0.09410474,-0.027264282,0.10094006,-0.0866715,0.037530378,0.22362766,-0.26411247,0.034503877,0.21393405,0.1817027,0.09901028,-0.20115316,0.17314152,-0.054201897,0.29319337,-0.21852544,-0.06740812,-0.043401062,0.21116173,-0.214855,-0.029135942,-0.37057886,-0.031638347
-0.27029207,0.04826662,-0.10277669,-0.19515602,0.26713958,0.23179269,0.042317495,-0.09496561,-0.26927873,0.09882876,0.19031727,-0.22273108,0.19974254,-0.004615754,-0.20482838,0.022843003,-0.19337732,0.11969557,-0.112472236,0.17563224,0.09612854,0.026545122,-0.04970418,0.050288185,0.053884745,0.1446691,-0.3040867,-0.2625973,0.076510444,-0.057218462,-0.007693425,0.11340752,-0.12719117,0.0018796623,0.12243691,-0.03315997,-0.6010447,-0.13318634,0.16008039,0.32322848,0.026978966,-0.13439874,-0.032936722,0.29978973,-0.016091496,-0.1646383,0.09471527,-0.24313822,0.001531288,-0.19059914,-0.14883682,-0.05853857,-0.17646557,-0.16185705,-0.17337894,-0.18764341,-0.0119160265,0.06795162,0.31376594,-0.34214684,-0.16514702,0.12922285,0.3629647,-0.02676893,0.4507413,-0.09466663,0.030590653,-0.18370412,-0.1388393,0.027583525,-0.2812151,-0.13486353,0.23028216,0.070549846,0.16797027,-0.12786373,0.052245915,-1.0327237,0.32912618,-0.2688468,-0.07258639,0.83090436,-0.029903933,0.16162331,-0.13760677,0.285572,-0.4498994,0.36462152,-0.17261237,0.41346323,0.7749203,0.1523939,-0.98808473,0.0685596,0.11645704,1.3045759,0.0912534,0.075027,-0.17280301,-0.05974877,0.21504465,0.16695169,0.053304374,-0.11330134,0.019760162,0.38352555,-0.047583178,0.33950654,0.10507041,-0.036616966,0.07050806,-0.27017277,-0.15465316,-0.27084857,0.034963116,-0.26529288,0.13079633,0.4283227,-0.15439121,0.420865,0.116672225,-0.018783655,0.07043648,0.10273716,-0.057531387,0.19723698,-0.4957993,-0.11852959
-0.57996815,-0.30782574,0.12778334,-0.117403224,0.00496611,-0.4053363,0.23099706,0.039321296,-0.75822127,-0.03048876,-0.019347638,0.22018844,-0.085539594,0.015422441,0.16444142,-0.12076071,0.12602085,-0.10213412,-0.30239862,-0.22615065,0.037590694,-0.10167387,-0.16704695,0.121196195,-0.12921019,0.29599875,0.0233191,-0.2319527,0.15985084,0.1479657,-0.0576635,-0.037122652,0.0008507669,0.31442007,-0.05525677,0.17990245,-0.12809852,-0.25993696,0.07644196,-0.11681844,0.18056351,-0.046398908,-0.055146188,0.054267883,-0.18800922,-0.06725298,-0.047939546,0.051126912,0.23541103,-0.03235382,-0.0830023,0.06931125,-0.11687258,0.025719367,0.12737411,-0.045016445,-0.11495329,0.078472465,0.082947984,-0.36600438,0.13587792,-0.46818087,-0.31831646,-0.1365433,0.3248447,-0.3435951,0.18941264,-0.052595615,-0.063563555,-0.029991731,0.2361869,0.024946481,0.02154547,-0.2922377,-0.31508195,0.26166135,0.10023074,-0.71800053,-0.09815869,-0.16296786,0.034821555,0.33434087,-0.13575053,-0.29212612,-0.15035073,-0.011205584,-0.23810606,-0.031364113,0.061805546,0.1305621,0.09257792,0.0038072318,-0.24913076,-0.17820837,-0.08808473,0.55785096,-0.08236222,0.0721666,-0.46370035,0.039946407,0.18903042,-0.013202749,-0.04539051,0.23444165,0.088291034,-0.029434443,0.060865104,-0.049129426,0.027296841,-0.14441788,0.01512026,0.1711483,0.09215945,-0.024907716,-0.26031554,-0.11314157,-0.23578689,-0.15305993,-0.15366948,-0.03148622,0.06960754,-0.15350959,-0.106033795,0.052181363,0.09463477,-0.092461735,-0.40797132,-0.11934986
-0.13106991,0.13477518,0.09715011,0.22842623,-0.25243038,-0.23956758,-0.21985525,0.39568368,-0.33018973,-0.34606528,-0.09951061,-0.29524428,-0.07552272,0.12362184,0.023158923,0.005142987,-0.24826263,0.12724303,0.24249631,0.19103187,0.1419625,-0.08571221,0.044186458,-0.23380998,0.16031852,0.2298129,0.43023255,0.07610752,0.050411925,0.27149236,0.08868685,0.23526457,-0.04988934,0.14137675,0.28360802,-0.28907466,-0.26785833,-0.1518229,-0.4109652,0.32235804,-0.114122406,-0.27934074,-0.09258215,0.1764106,-0.11607079,0.12850776,-0.123462945,-0.16066167,-0.29247862,1.6719103e-05,-0.010265544,-0.02288279,0.16625994,0.077941805,0.04359597,0.038219236,-0.2174398,-0.1578412,-0.091121964,0.052999396,-0.15041575,-0.103750885,0.168419,-0.1828602,0.31214768,-0.10008887,0.028381169,-0.0091674775,0.037240952,-0.18909897,0.24806254,0.22642855,0.08237013,0.10166083,-0.31118494,0.008005332,0.31061003,-0.7335712,-0.033223864,-0.10611358,0.10028514,0.41852143,0.012515739,-0.13951235,0.040646434,-0.039691553,-0.28330505,0.13602407,0.5233723,0.07675339,0.45595968,-0.15315866,-0.9224994,0.28439617,0.045419686,0.90394366,0.42823717,-0.05468081,-0.5218309,0.19914834,0.3690807,-0.20449126,-0.1527794,0.057128847,0.03150943,0.20749985,0.03800372,0.10721494,0.085666716,0.09213132,0.07277766,-0.051865608,0.09837678,0.3987718,0.35716102,-0.14950037,0.014946759,0.024630222,-0.14489712,0.020812303,0.24382629,0.041829288,0.3980835,0.1709681,0.43378773,0.13279843,-0.8899178,0.05091065
-0.03097193,-0.052194096,-0.13038643,0.12161872,-0.17692032,-0.37885484,-0.062342606,0.31728524,-0.83259,-0.090942875,-0.0031545758,-0.18425995,0.18391654,0.1668442,-0.23767485,0.11745608,0.03271517,-0.1923458,0.22530644,-0.3496281,-0.21098563,-0.056087583,0.124219194,-0.20734578,-0.30308563,-0.3756197,0.0063577294,0.11410157,-0.24005088,0.06973559,0.0852042,0.23965052,-0.046266302,0.21093328,-0.107535735,-0.16725817,-0.1969026,0.18896697,-0.21367504,-0.173481,0.28929532,-0.031222105,-0.15338634,-0.076526724,-0.029154718,0.19477525,-0.29258543,-0.09479917,-0.24804169,0.028201222,0.0066498816,-0.20181078,-0.20046952,0.01645682,0.46582708,0.12559456,-0.11686455,-0.16661465,0.08643027,0.21796644,-0.043712825,0.23975316,-0.005673211,-0.12315363,0.6221261,-0.06941727,0.0933485,0.07659259,0.1463925,-0.061321974,0.09302847,0.04076527,0.26231593,0.3489082,-0.47697574,0.015742615,-0.11672261,-0.46352345,-0.16344792,-0.26821092,0.049937934,0.23074655,0.03634636,-0.17131932,-0.15524673,0.27415398,-0.016961321,0.013420701,0.3481612,-0.24208312,0.60794646,-0.14223532,-0.60297835,0.15620053,0.21814603,1.2352493,0.29154366,0.1328187,-0.1741069,0.1554583,0.15449098,0.08600278,-0.039034523,-0.25464198,0.121641636,-0.03394644,0.10043372,0.2115063,0.01730004,0.047889203,-0.08509424,0.017445639,0.13516855,-0.112105116,-0.15995389,0.27841806,0.083269544,-0.4073646,-0.17929576,0.46008873,0.095925644,0.02594518,0.42243323,-0.15730971,-0.19134843,-0.02611284,-0.21362369,0.11845164
-0.075862214,0.03204593,-0.31978515,-0.074135095,0.120356366,0.20197892,-0.1252572,-0.006070107,-0.58442676,0.16075315,-0.016865969,0.013998553,0.114376366,-0.062293716,-0.10519145,0.030274693,-0.073940195,0.01820032,-0.19805714,-0.17555009,0.3142408,-0.103989914,0.07508281,0.26985443,0.036672562,-0.22077763,0.185252,-0.17638466,0.0064493697,0.07568194,-0.33183324,0.06748433,0.025578618,-0.24397895,0.012915343,0.1363417,0.20024905,0.2493492,0.016289685,-0.009369753,-0.12652013,-7.793307e-05,0.086361155,-0.11784637,-0.12712139,-0.22072347,-0.07538598,-0.046075337,-0.20647138,-0.20707257,-0.11369048,0.077649206,-0.19752005,-0.03924632,0.3237136,-0.16414204,-0.19621553,-0.13941057,-0.032202143,-0.06192395,0.058089748,0.036606908,-0.029388726,0.09952701,0.43321326,0.07081996,0.20621768,-0.07809533,0.0934923,0.0031075478,0.05618851,-0.07202855,-0.120458744,0.113292284,-0.34967953,-0.06301724,-0.3323951,-0.53471005,-0.011736691,0.07759835,-0.0669326,0.6054489,-0.06080234,-0.24662489,-0.12080283,0.114585325,-0.19253784,0.025197558,0.33617234,0.17102408,0.31035873,-0.13436693,-0.21605627,-0.21514875,0.04407078,0.37747943,-0.0056870356,-0.15680638,-0.022186741,-0.0924747,-0.0562646,0.07303474,-0.16874544,0.07405564,0.15439038,0.12531964,0.05893807,0.078576244,-0.08500117,-0.083823934,0.100779966,-0.16532344,-0.17189652,-0.10170468,-0.15873516,0.11585133,0.32107684,0.13944009,-0.21864046,0.41649437,-0.09805353,-0.12872337,-0.32594013,0.095159374,0.015052199,0.05396119,-0.1474458,0.0027292743
-0.12867461,0.45875463,-0.17489447,-0.21941927,-0.3293213,0.30955243,-0.1292068,0.15995777,-0.9329948,-0.0896339,-0.06402075,-0.16430622,-0.053187877,0.08268757,0.17415518,-0.34811762,-0.5618863,-0.43998364,0.17921448,0.18234733,-0.08128555,-0.4413141,-0.08399102,0.18075563,0.14870435,0.4281665,0.10913676,-0.27979594,-0.25505677,0.11082125,-0.14773777,-0.020429682,-0.4036106,0.19097292,-0.037219048,0.274478,-0.8776808,0.2924099,0.8518119,0.00043302774,0.045395836,0.08221488,-0.62310255,-0.374597,0.08713432,0.12323938,-0.5574058,-0.09465757,-0.0890588,-0.17957208,-0.42274636,-0.109448224,-0.015019135,0.5144566,-0.3538746,-0.14903396,0.37287664,0.36834794,0.09357953,-0.17946467,-0.38273156,0.4247889,0.047106728,-0.04360497,-0.15569396,0.6850496,0.17771015,0.0138423,0.111929834,0.38452178,-0.35275248,0.33093938,0.22149259,-0.31042573,0.52419174,-0.3522092,-0.15187567,-1.8025427,-0.12608607,0.036487244,-0.614437,0.905522,-0.22480254,0.39060733,-0.11605637,-0.20362478,0.20891748,-0.16438997,-0.18446612,-0.1492089,0.5307296,0.31217402,-0.23950057,-0.3270281,0.24673027,0.7757181,-0.3653101,-0.16248053,-0.31661355,-0.059997283,-0.12980491,-0.20486623,0.3231862,0.088917166,-0.16693972,-0.032121643,0.020305514,-0.20381469,-0.044459015,-0.33736125,-0.088382326,-0.06666349,0.04666251,0.18606482,-0.40056133,-0.10202274,-0.042297393,-0.15286247,0.045651894,0.44076064,0.11025894,0.12056588,0.19541043,0.1321274,0.23321824,-0.118754745,-0.60656464,0.5600815
